product_url,product_name,product_category_tree,pid,retail_price,discounted_price,Date
http://www.flipkart.com/get-glamr-dazzle-boots/p/itme56uuzwwmanph?pid=SHOE56UUZKFVHXYP,Get Glamr Dazzle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE56UUZKFVHXYP,3499,499,01-11-2022
http://www.flipkart.com/jack-klein-goldjack-analog-watch-boys-men/p/itme9cfhtm9zgmgt?pid=WATE9CFHPAEU3G4B,"Jack Klein Goldjack Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Jack Klein Wrist Watches""]",WATE9CFHPAEU3G4B,1999,262,01-11-2022
http://www.flipkart.com/dearfoams-boots/p/itme8na5rhwecqtp?pid=SHOE8NA5SUXGYGYY,Dearfoams Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE8NA5SUXGYGYY,1820,1820,01-11-2022
http://www.flipkart.com/fastrack-38015pl01-analog-watch-men-boys/p/itme9wksvfnhzzzy?pid=WATE9WKSHRYTM2PP,"fastrack 38015PL01 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> fastrack Wrist Watches""]",WATE9WKSHRYTM2PP,2495,2495,01-11-2022
http://www.flipkart.com/kielz-ladies-boots/p/itmef9g7qztvgstb?pid=SHOEF9G8GXBDSEUG,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEF9G8GXBDSEUG,2799,1299,01-11-2022
http://www.flipkart.com/avon-pk-504-analog-watch-men-boys/p/itmebnxnqtgtwpry?pid=WATEBNXNMQQQFSQG,"A Avon PK_504 Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> A Avon Wrist Watches""]",WATEBNXNMQQQFSQG,2499,1249,01-11-2022
http://www.flipkart.com/kielz-ladies-boots/p/itme356k6upmumws?pid=SHOE356K9ZRUHW5N,Kielz Ladies Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE356K9ZRUHW5N,1999,999,01-11-2022
http://www.flipkart.com/franck-bella-fb0122dd-analog-watch-men-boys/p/itmebs25y2xpdyfd?pid=WATEBS25GGVJ87KF,"Franck Bella FB0122DD Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",WATEBS25GGVJ87KF,1299,1039,01-11-2022
http://www.flipkart.com/catwalk-boots/p/itmea4hajgakcxqn?pid=SHOEA4HAJ8FZ5HCX,Catwalk Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEA4HAJ8FZ5HCX,2095,999,01-11-2022
http://www.flipkart.com/rialto-boots/p/itmed5dcgzhq3cgj?pid=SHOED5DCSTQKZCGF,Rialto Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOED5DCSTQKZCGF,3295,2395,01-11-2022
http://www.flipkart.com/salt-n-pepper-12-298-taupe-boots/p/itme92zzwwzs6p8n?pid=SHOE92ZZVRNZHNSB,Salt N Pepper 12-298 Taupe Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE92ZZVRNZHNSB,4395,2150,01-11-2022
http://www.flipkart.com/alfajr-wq18-qibla-compass-digital-watch-men-boys-girls/p/itmecgg4ybbwegzf?pid=WATECGG4W76YEBUB,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls","[""Watches >> Wrist Watches >> Alfajr Wrist Watches""]",WATECGG4W76YEBUB,8995,7495,01-11-2022
http://www.flipkart.com/magnum-footwear-lifestyle-boots/p/itmebz3ce3vfdtjh?pid=SHOEBZ3DYJZDTGAP,Magnum Footwear Lifestyle Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOEBZ3DYJZDTGAP,5999,3199,01-11-2022
http://www.flipkart.com/steppings-trendy-boots/p/itme96vfeckarw36?pid=SHOE3S9B2TDHEQDU,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE3S9B2TDHEQDU,3599,2519,01-11-2022
http://www.flipkart.com/sale-funda-sfgfu694-analog-watch-boys-men/p/itmecqhnqeamepw4?pid=WATECQHN32HEEQGY,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men","[""Watches >> Wrist Watches >> Sale Funda Wrist Watches""]",WATECQHN32HEEQGY,2499,599,01-11-2022
http://www.flipkart.com/steppings-trendy-boots/p/itme96veygfsanzk?pid=SHOE2GUGZGFYZHEY,Steppings Trendy Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",SHOE2GUGZGFYZHEY,2199,1099,01-11-2022
